,count,hate_speech,offensive_language,neither,class,tweet
5260,3,2,1,0,0,the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro
5272,3,2,1,0,0,fags
5274,6,4,2,0,0,fag
5308,3,2,1,0,0,"faggots, old people, people who can't drive, drunk people"
5309,3,2,1,0,0,"fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit"
5310,3,2,1,0,0,"you'll make the team, them niggas trash. Lol"
5335,3,2,1,0,0,fags
5350,3,2,1,0,0,"I dont have any problems with zak, but you seem like a faggot "
5358,3,2,1,0,0,he's a faggot
5360,3,2,1,0,0,that's true idk why your even in this convo you dumb nigger attention whore
5362,3,2,1,0,0,lmao you stupid nigger
5367,3,2,1,0,0,hell naw fuck them bitches serves them right
5371,3,2,1,0,0,yea I forgot I was talkin to a degenerate faggot
5381,3,2,1,0,0,faggot
5385,4,3,1,0,0,you're a faggot
5388,3,2,1,0,0,hey fag i 3 you
5392,3,2,1,0,0,"Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me"
5407,3,2,1,0,0,shut up nigger
5417,3,2,1,0,0,Status Report: Making a pit stop in Canada to rape bitches
5442,3,2,0,1,0,"WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot"
5443,3,2,1,0,0,"""nigger"""
5458,3,2,1,0,0,oh shut your mouth i was talkin about the morning you fag
5485,3,2,1,0,0,"naw dude I wish, they're white trash"
5490,3,2,1,0,0,leave dyke
5505,3,2,1,0,0,you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded
5511,3,2,1,0,0,faggot
5512,3,2,1,0,0,i can give you some of my clothes so you can look like a cute dyke
5513,3,2,1,0,0,chink eyed !
5530,3,2,1,0,0,"May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch"
5541,3,2,1,0,0,happy birthday queer
5548,3,2,1,0,0,oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.
5554,6,4,2,0,0,your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2
5580,3,2,1,0,0,"
Here ya go wetback, eat this.. "
5584,3,2,1,0,0,"Ur pal threat2 ""apostate kufar""""I cld cut ur neck w/sword of islam watch u squeal like a bitch like Daniel Pearl"""
5599,3,2,0,1,0,But that's what you call white trash with money!!!!!
5600,3,2,1,0,0,no ud still be a fag if I was lolz
5601,3,2,1,0,0,ur a fag
5620,3,2,1,0,0,you're a fucking nigger
5622,3,2,1,0,0,like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one
5632,3,2,1,0,0,We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.
5639,3,2,1,0,0,haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside
5640,3,2,1,0,0,nah she said you a fag
5671,3,2,1,0,0,this nigga .. know damn well you a coon
5685,3,2,1,0,0,she spelled faggots with an e you're so cool lol
5716,3,2,1,0,0,that nigger music
5728,3,2,1,0,0,this bitch look like a fucking white trash Trailer park queen lookin man bear pig. 
5749,9,5,0,4,0,"AMERICA today, the rule of thumb is: when in doubt, blame ""whitey"""
5754,3,2,1,0,0,you had to throw in the faggot word smh smh smh
5766,3,2,1,0,0,"Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite."
5808,3,2,1,0,0,fuck you faggot
5814,3,2,1,0,0,Yes you do retard.
5821,6,4,2,0,0,how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha
5829,3,2,1,0,0,a faggot that needs to grow up
5832,3,2,1,0,0,you did a good job doing that to me and not texting back faggot
5836,3,2,1,0,0,you're reading you coon
5837,3,2,1,0,0,"most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind  all."
5859,3,2,1,0,0,"
You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?"
5865,3,2,1,0,0,suck my dick tacos el negro better
5883,3,2,1,0,0,"Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere"
5913,3,2,1,0,0,teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!
5914,3,2,1,0,0,Them jigaboos aka homewreckers needs to get blocked!
5939,3,2,0,1,0,"We hate the Yankees though, right? I feel like I'm really good at hating them."
5964,3,2,1,0,0,yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL
5966,3,2,0,1,0,"I'll do it! In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo."
5989,3,2,1,0,0,me too Tyler it just makes me think that they're lil nigger baby hoodrats.
6005,3,2,1,0,0,wow u hoe is the term for women
6006,3,2,1,0,0,"I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER."
6010,3,2,1,0,0,fags.!
6012,3,2,1,0,0,your tits may be better looking but her face makes you like a Asian or Latina tranny #facts
6013,3,2,1,0,0,you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh
6019,3,2,1,0,0,die in a car accident then faggot
6032,3,2,1,0,0,faggot
6039,3,2,1,0,0,ur not sassy white trash change ur username
6055,3,2,1,0,0,learn how to type ya hillbilly
6058,3,2,0,1,0,humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.
6078,3,2,1,0,0,"don't stop now half breed, I'm just starting to learn about what makes you a dumb ass"
6083,3,2,1,0,0,nigger
6099,3,2,1,0,0,he looks like a pretty dyke
6101,3,2,1,0,0,all u can pull is the fucking retard
6103,3,2,1,0,0,yo fat ugly ass couldn't even pull the ugly bitch in the school
6132,3,2,0,1,0,"
It's a nice way of callin y'all honkies"
6156,3,2,1,0,0,happy birthday faggot.
6170,9,7,1,1,0,"I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater."
6177,3,2,1,0,0,"to ----get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy"
6186,3,2,1,0,0,eat shit nigga bitch turd bag dick beetle
6214,3,2,1,0,0,nigga who's bitch u fucking cracker get your gay ass out my mentions.
6228,3,2,1,0,0,Is a fag
6235,3,2,1,0,0,"all racist nTx trash w all hate to see this particular man in WH n not the ""Butler"""
6246,3,2,1,0,0,"so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!"
6267,3,2,1,0,0,fag
6270,3,2,1,0,0,thats just me rooting against a team I hate not banwagoning u retard u have a different favorite
6274,3,2,1,0,0,"I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch"
6288,3,2,1,0,0,oh shut up faggot get a disease overused on twitter
6306,3,2,0,1,0,fag.
6347,3,2,1,0,0,"u gotta slow down these coon hrs all they know is love n hip hop, lebron,  fake love quotes"
6377,9,6,3,0,0,"don't forget nappy headed, butt ugly bitch, who's married to a Muslim"
6381,3,2,1,0,0,nah dude mostly just sound like a faggot
6396,3,2,1,0,0,i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to
6415,3,2,1,0,0,so why the fuck are still talking shit. You acting like a pussy ass nigga
6442,3,2,1,0,0,bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life
6452,3,2,1,0,0,here let me say it more clearly since your retarded ass don't understand
6453,3,2,1,0,0,how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up
6468,3,2,1,0,0,oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy
6485,3,2,1,0,0,your so fucking retared its not even funny bitch im going to sleep u
6486,3,2,1,0,0,Alright fag what about this? 
6499,3,2,1,0,0,shut up bitch for I spit on you
6507,3,2,1,0,0,Roberts is a fuckin fag smack the shit outta him
6510,3,2,1,0,0,faggot
6511,3,2,0,1,0,stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers
6514,3,2,1,0,0,at least im not black bitch your parents left you in the mcdonalds parking lot after you were born
6519,3,2,0,1,0,He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.
6524,3,2,1,0,0,hopes dis ain't cause he colored cause I knows he be actin all nigga like
6527,3,2,1,0,0,fucking gay faggot look at that gay ass pink shirt haha
6528,3,2,1,0,0,better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash
6531,3,2,1,0,0,Ha Ha Ha no good fat dyke
6535,3,2,1,0,0,call him a cock blocking faggot
6554,3,2,1,0,0,faggot
6555,3,2,1,0,0,"quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy"
6556,3,2,1,0,0,dont be a hurt little faggot
6557,3,2,1,0,0,"Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta"""
6573,3,2,1,0,0,"
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape"
6590,3,2,1,0,0,omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot
6595,3,2,1,0,0,none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k 
6601,3,2,1,0,0,faggots
6606,3,2,1,0,0,You're right.. I be around my nig....
6621,3,2,1,0,0,lmao dude you are probably the biggest fag in nebraska 
6622,3,2,1,0,0,stfu white trash
6629,3,2,1,0,0,will you mention why being called nigger is wrong(witch i agree with)  bossy is wrong.but being called a pimp is still ok?
6649,3,2,0,1,0,"If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!"
6670,3,2,0,1,0,I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.
6674,3,2,1,0,0,What else do you expect from that nigger lover?
6682,3,2,1,0,0,"shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch"
6684,3,2,1,0,0,"congratulations, you are officially fucking retarded."
6686,3,2,1,0,0,the favorite drink of white trash everywhere....
6690,3,2,1,0,0,fight me you fucking obese niglet
6692,3,2,1,0,0,You are an ignorant cunt.
6702,3,2,1,0,0,well he is at Genos. So he is the ultimate faggot
6711,3,2,1,0,0,"glad about your uncle, another stupid faggot off the world, hopefully you next."
6712,3,2,1,0,0,"I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment."
6731,3,2,1,0,0,no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag
6749,3,2,1,0,0,come wage with us fag
6780,3,2,1,0,0,niggers
6787,3,2,1,0,0,No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass
6815,3,2,1,0,0,Hit a bitch it's not like you can see the bruises
6818,3,2,1,0,0,You're a fucking faggot.
6831,3,2,1,0,0,I'm 5'8 fag 
6832,3,2,1,0,0,yeah you right and you know them Mexicans bringing all they family that hoe finna be packed
6847,3,2,1,0,0,if you go could you hook up the plant city faggots or
6857,3,2,0,1,0,ugly dyke
6897,3,2,1,0,0,stfu u ugly dyke
6899,3,2,1,0,0,"he looks like reg. Memphis,tn. trash! we got them everywhere."
6954,3,2,1,0,0,"I'm a faggot :/

"
6960,3,2,1,0,0,"Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!"
6962,3,2,1,0,0,some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!
6967,3,2,0,1,0,that's what happens when you date a colored
6968,3,2,1,0,0,im going to murder that fucking cunt
6972,3,2,1,0,0,ugly white bitch
6973,3,2,1,0,0,ur ballsack is hairy gtfo tranny prude bitch
6977,3,2,1,0,0,that was back when nigger music was decent
6985,3,2,1,0,0,bitch u ugly then hoe
6995,3,2,1,0,0,youre a fag
6997,3,2,1,0,0,@ me then faggot
7022,3,2,1,0,0,hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga
7028,3,2,0,1,0,chill ur pussy gay af
7037,3,2,1,0,0,go back to lego club faggot
7039,3,2,1,0,0,yeah ok nigger.
7041,3,2,1,0,0,Don't my nigga me honkie
7063,3,2,1,0,0,ugly emo trash go cut
7078,3,2,1,0,0,it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you 
7091,3,2,0,1,0,Soft shit? Are you handicapped or retarded?
7109,3,2,1,0,0,"Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU"
7136,3,2,0,1,0,".we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!"
7167,3,2,1,0,0,#faggot
7171,3,2,1,0,0,fags***
7177,3,2,1,0,0,your dad is genuine happy guy because his kids aren't niggers though  jimmy is my nigga 5eva
7245,3,2,1,0,0,"not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america"
7252,3,2,1,0,0,town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?
7256,3,2,1,0,0,faggot I knew you weren't really my friend.
7263,3,2,1,0,0,did I mention you are an ugly cunt? Go back to Iran.
7279,3,2,1,0,0,my bitch dont want your ugly ass gtfo ol peyton manning lookin ass
7288,3,2,1,0,0,who is dis crack ass cracker
7318,3,2,1,0,0,Alright fag
7331,3,2,1,0,0,i made you lunch you fat faggot 
7351,3,2,0,1,0,"""all of these rednecks and none of them can keep the fire lit"" "
7371,3,2,1,0,0,what's this chinks email? I'm moving to China and slicing his throat
7389,3,2,0,1,0,I hear Bill likes trailer trash like you. @Loriisright
7459,3,2,1,0,0,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
7491,3,2,1,0,0,"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me."
7533,3,2,1,0,0,Ain't nuttin but a white trash party.
7534,3,2,1,0,0,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
7547,3,2,1,0,0,Al noooo ...... Too late fuckin faggot ! Lmao
7582,3,2,1,0,0,All da lil bald headed bitches standn outside of kevin gates tryna get in 
7673,3,2,1,0,0,"Almost got to see a white boy get beat around today, but he ran like a bitch."
7680,3,2,0,1,0,Already more yellows than the last 2 years combined #IndyCar #Honda200
7683,3,2,1,0,0,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways
7706,3,2,1,0,0,America is white trash and so are all Americans.
7715,3,2,1,0,0,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..
7717,3,2,1,0,0,And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that
7755,3,2,1,0,0,And the Jew favorited my tweet though. Lol. Don't have anymore time for this trash.
7769,3,2,1,0,0,Ankles Hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles 
7793,6,3,1,2,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @Lanna70115
7819,3,2,0,1,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a 
7827,3,2,1,0,0,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.
7858,3,2,1,0,0,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them
7876,3,2,1,0,0,Ayy Carlton is a ghetto school now #SwitchedAtBirth
7937,3,2,1,0,0,Bald head bitches think it's their time to prosper !
8010,3,2,1,0,0,Between this trend and the vines acting like women its like niggas couldn't wait to be faggots 
8033,3,2,1,0,0,"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate you.

I know you proud but shit."
8040,3,2,1,0,0,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk."
8045,3,2,1,0,0,"Bitch fuck yo nigga, what's up with that pussy!!?!"
8054,3,2,1,0,0,Bitch you're the ugliest cunt ever.
8062,3,2,1,0,0,Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that
8155,3,2,1,0,0,Boy Yung thug is a fag
8167,3,2,1,0,0,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas."
8185,3,2,1,0,0,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100%  Ho, smh"
8225,3,2,1,0,0,Bullets through a nigguh tru jeans
8230,3,2,1,0,0,Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life
8233,3,2,1,0,0,Burn bitch 
8248,3,2,1,0,0,But atleast they let me know...ur a faggot if u keep those type of twitter secrets
8283,3,2,0,1,0,California is home to skater trash.
8300,3,2,1,0,0,Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing
8333,3,2,1,0,0,"Cant wait to humble these niggas in the playoffs again. Until then, good job hoes"
8354,3,2,1,0,0,Can't stand bitch ass niggas.
8356,3,2,1,0,0,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage"
8361,6,4,2,0,0,Can't take u coons nowhere  I mean nowhere
8444,3,2,1,0,0,"Chasing these hoes, better get cash nigga"
8460,3,2,1,0,0,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.
8472,6,4,2,0,0,Chris Bosh bout to disgrace the trophy like a real faggot smh
8483,3,2,1,0,0,Clan of retards...
8508,3,2,1,0,0,Come on nd get that chicken niggers love dat chicken from popeyes 
8547,3,2,1,0,0,Crew neck ass nigguh
8564,4,3,1,0,0,Curse AVI for Coke because he's a fag and hasn't put it on yet 
8566,3,2,1,0,0,Cussed out by a fat redneck on the last day YOLO 
8574,3,2,1,0,0,Cute ass niggah. 
8587,3,2,1,0,0,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: U Sellout Uncle Tom Ass N*gger 
8599,3,2,1,0,0,"Dad just yelled out ""in bout to fry some chicken like a nigger"""
8608,3,2,1,0,0,Damn  his nigger music waking up the whole school in the morning .. 
8625,3,2,1,0,0,Damn hoe.. You so ugly even hello kitty said goodbye.
8642,4,3,1,0,0,Dani Alves pulled off that hairstyle. Neymar just looks like a faggot
8673,3,2,1,0,0,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz."
8683,3,2,1,0,0,"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis  Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters."
8691,3,2,1,0,0,Delete now you bitch ass nigga RT If the Redskins beat us I will delete my fucking IG
8708,3,2,1,0,0,Devin Hester's a bitch
8743,3,2,1,0,0,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic
8812,6,4,2,0,0,Don't mind black people.....hate niggers!
8890,3,2,1,0,0,Dumb bitch 
8899,3,2,1,0,0,Dyke bitches kill me thinkin they really got hoes lol
8908,3,2,1,0,0,Eagles fuck around  lose it'll be kill the cracker at the Sophi crib smfh
8935,3,2,1,0,0,Ebola sounds like a hood hoe
8937,3,2,1,0,0,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch  #cantStandUcunt"
8988,3,2,1,0,0,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.
8989,3,2,0,1,0,Every spic cop in #LosAngeles is loyal to the #LatinKings
9006,3,2,1,0,0,"Everyone calls me ""b"" they be like oh wassup b  and I be like wassup my niggah"
9010,3,2,1,0,0,"Everyone tells me the exact same thing but I won't listen, coon"
9043,3,2,1,0,0,Faggot ass bitch nigga
9056,3,2,1,0,0,Fat ass hoe holding up the machine
9062,3,2,1,0,0,Fat fucking funky nasty ass hoes
9064,3,2,1,0,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either "
9065,3,2,0,1,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either "
9084,3,2,1,0,0,Feminist aka a bitch.
9120,3,2,1,0,0,First thing I do when I hit the lotto is buying two fat bitches and watching her eat both in one sitting
9127,3,2,1,0,0,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something"
9152,3,2,1,0,0,For all we know this nigga a rapist. Y'all hoes dumb *melts* 
9177,3,2,1,0,0,Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh
9205,6,5,1,0,0,"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!"
9221,3,2,0,1,0,Fuck MLK Why does Lexii keep favoriting my coon tweets ? MLK didnt die for this
9223,3,2,1,0,0,Fuck Ur god until dat faggot strikes me down
9227,3,2,1,0,0,Fuck a lame nigga than you a lame bitch
9241,3,2,1,0,0,Fuck ass redskin corners
9246,3,2,1,0,0,Fuck boi fag
9255,3,2,1,0,0,Fuck her pussy fuck her mouth fuck her ass cause she nasty
9271,3,2,1,0,0,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame
9273,3,2,1,0,0,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!
9275,6,4,2,0,0,"Fuck that niggah he so weak, he cant tell that you a freak"
9294,3,2,1,0,0,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people
9306,3,2,1,0,0,"Fuck you faggot ""Grow up RT I'm gonna be an old ass man STILL playing video games"""
9321,3,2,1,0,0,"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin"
9328,3,2,1,0,0,Fucking gook
9334,3,2,1,0,0,Fucking redneck queers and their game invites
9339,3,2,1,0,0,Fucking with these hoes nigga don't be no dumby
9341,3,2,1,0,0,"Fuckkkkk!!! My nig a g tho, he gonna come back"
9345,3,2,1,0,0,Fuk wit a real nicca
9348,3,2,1,0,0,"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard"
9356,6,5,1,0,0,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 "
9371,3,2,1,0,0,Gabby's a bitch and has two accounts
9385,3,2,1,0,0,"Gave her that ""move it lil nigger"" push smh.. "
9388,3,2,1,0,0,Gay ass nigga  bitch you thought you thought
9392,3,2,1,0,0,George michael such a fag
9417,6,3,2,1,0,"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable"
9448,3,2,0,1,0,Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls 
9454,3,2,1,0,0,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves
9486,3,2,1,0,0,Good Mernin faggots 
9487,3,2,1,0,0,Good Morning to lightskin dyke bitches with Steven Segal ponytails.
9499,3,2,0,1,0,Good morning coons.
9558,3,2,0,1,0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
9652,3,2,1,0,0,Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....
9668,3,2,1,0,0,Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd
9669,3,2,1,0,0,Happy first day of college nigger @MorbidMermaid
9683,3,2,1,0,0,Hate this dyke
9694,3,2,1,0,0,Have you Eva asked a nicca where dey got sum fake designer frm
9713,3,2,1,0,0,"He ain't shit girl, he a bitch made nigga !"
9763,3,2,1,0,0,Heard that bitch gtta thang for them boss niggas
9796,3,2,1,0,0,"Hey you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself"
9811,3,2,1,0,0,"Hey. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?"
9824,3,2,1,0,0,"His big ass smile, his eyes is chink."
9861,3,2,1,0,0,"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh."
9872,3,2,1,0,0,Holders Justice Department Isnt Interested in the Facts in #Ferguson  These race hustling bitches are DISGRACEFUL.
9886,3,2,1,0,0,Hood niggas and bitches love emojis lmfao
